id,p_t,y,weight,
1,31.864739546594599,1.1882171114246864,7.5681811602129141,
2,45.011630761714684,0.18827741355489089,3.7238279891316322,
3,19.960962421225496,1.0352594987469026,8.3345043158188652,
4,11.898210081023276,0.19611961164942579,13.693786569022976,
5,7.5033924117760424,-2.3128130372756424,17.479417152760405,
6,38.013173661697458,-1.4528307811344567,4.8566502799886644,
7,95.054272878127279,-0.34258063729760191,0.95829963066126478,
8,35.998133705706735,0.56624679953053769,6.5778445075269376,
9,27.066136448337502,1.4422336087954313,9.1825350609364644,
10,38.802785830522495,-0.2459640024095775,5.6563449720724766,
11,38.288030453333342,1.0344212550308274,4.6433762304827733,
12,8.4822454643174634,0.306346264385078,13.735535453825728,
13,31.467538848303178,-0.95271986005546216,6.3532797053137609,
14,87.995706973895224,1.0829484033839754,1.1110089062938295,
15,8.0168608942451769,-0.11717683365452319,18.307792802314747,
16,34.719877764644501,-0.88832679419819915,6.7507211238269171,
17,55.680135813525901,0.17596212134563571,2.8951658101816573,
18,10.533461062145484,-1.0675293863165956,16.572173002666247,
19,65.231144552094847,-0.86555554822352254,2.6505963796222081,
20,19.960474701611062,2.011339810576001,9.2398217214664804,
21,36.128081444764959,-0.1590055254573027,5.7568536078018129,
22,37.460834662504894,1.9818868868849415,5.7594446817581684,
23,7.7961829816896779,0.69148226162275495,17.224889223820721,
24,16.781922945116946,0.2109045864721707,10.889780046521448,
25,176.42676624070486,-3.9264001112850488,0.044933152720252202,
26,43.990375527662181,-0.72638019988143665,4.6835964009356612,
27,12.163704336581679,-0.46163319658053859,13.086635011660469,
28,102.68505101313201,-0.56493529297875278,0.59065084552297109,
29,31.050691850387146,1.4354986291592142,6.5315951688850484,
30,35.256980492089866,2.984702208485138,5.3174635830584318,
31,46.907870724141915,-2.5255824078716187,3.3510674558682583,
32,11.852137061764079,-0.63796620675901816,15.785077669902408,
33,63.588418049716189,0.63125747413319921,2.7646845744825885,
34,88.543026853479347,-1.1203202560206669,1.0394362201493326,
35,2.8388033190679591,0.17013822455017741,18.014360512200753,
36,25.481949120716113,-2.5502595544379751,9.8276776777353554,
37,23.049953430325445,0.44395851570048073,8.1669064921571675,
38,37.849844440565249,1.8139458548635163,6.003206140629584,
39,18.565454871160952,-0.75719147032696532,10.073674185215628,
40,27.932014707675961,-0.0839599529891394,7.0004854508468064,
41,14.000719830240563,-0.73495664365720192,14.345624960924724,
42,3.5638640147069056,-0.79359941781280252,18.960191918452448,
43,11.464988486380811,2.3668574904520638,13.498441203000375,
44,54.298678529549633,2.5949729298743587,2.8678834748918041,
45,6.2050840113102925,-1.4290679652626157,17.753247255752701,
46,54.29504634021842,0.66097521046594887,2.7477718029362612,
47,16.885580554339427,-1.5876142808800882,9.9800269208149039,
48,20.599463796801135,2.5260784932740048,9.1736009133630567,
49,18.501701338266756,1.4380653998072326,11.011487964922386,
50,37.755851350110149,-0.75258188537721415,6.4450828982514912,
51,105.11889537361554,2.6086860199408561,0.59810376919802444,
52,9.7771158254222925,-1.3010912131556942,11.888612592044048,
53,21.955446267424179,1.1725794838295749,9.4472481901599341,
54,32.267627491329769,-0.1085460645319707,8.1738440973117736,
55,26.102186067934234,-0.17154918939734909,9.9492380849982283,
56,29.873085385212036,-0.85286161972859031,8.1216757786105713,
57,11.343023283482404,-1.5310700167550031,11.825517876738031,
58,97.573728726128337,-0.89482610815142083,0.67636475590388823,
59,27.757169606875806,-0.49739164126906732,9.1665269000471632,
60,12.992864971948528,-0.97941748024937358,13.589321055102952,
61,29.946046830243006,-1.5781702390870531,6.4988904942643311,
62,39.14724536105421,-0.91564395708477719,5.1978478232297176,
63,40.382831625657722,-0.4040993496912178,4.3151132295298664,
64,50.752333963375918,1.243767565773704,4.4149977903938877,
65,15.817197594594717,0.27019218789126359,13.60302142005256,
66,65.732444645782849,1.1461696588934034,1.9298158764700837,
67,75.631450287348642,-0.59375523549327125,1.7065131776949198,
68,8.7298077080097922,-1.9758779682201548,13.750661473555512,
69,33.278054760752177,0.74698172711142052,5.5592058184723667,
70,25.760577036561592,-0.30157576112663181,8.8297172096552394,
71,39.466734335086194,0.6115172079015041,5.3418746503489434,
72,80.080182427513932,2.03765113183263,1.1599365837540314,
73,23.90011167993628,-0.021094802017588399,9.5110668635209112,
74,15.871620851149189,0.1246553812127571,12.026825871821339,
75,27.47452829871159,0.5922124881819214,9.2969689884097892,
76,32.659473173161167,0.036025104678708002,6.955648492797577,
77,16.270622550857336,0.8965166539353755,13.004832548339122,
78,70.593762354205538,0.92449996174396276,1.6809233869927871,
79,19.388292547305127,2.0848716824578908,10.087404660681861,
80,29.919241770830521,1.5713889294290624,8.6459871142952469,
81,70.647596842135115,2.7065486326186807,1.5372357586534893,
82,42.037122419037416,-0.40767600762312189,5.7746922871649442,
83,50.172018483297791,1.7978939935179299,4.1876555477746509,
84,13.717034979835947,-2.063649601446226,14.476645214226856,
85,9.3681821365130027,0.67683430005838585,16.3646662900099,
86,7.8671512581380014,-1.5222551110427482,13.497882443404093,
87,13.573052268269329,2.5777723247007711,13.441494010372962,
88,35.164821094147626,-2.9479836749432611,6.283668333685525,
89,85.006825600720603,2.9797465030270032,1.3936494053614177,
90,9.82928731152521,2.6383930336446162,14.035168524487514,
91,42.700065262454778,-0.7976536384091748,4.596922678157001,
92,27.252283717413984,1.8861215097553423,8.7366986029315932,
93,6.4054414400171069,1.665024170129437,17.71826806686191,
94,35.581594993426577,-0.8408067450679384,5.0577632028909409,
95,42.160429378598181,-0.62871243061762139,5.3368491257893869,
96,12.564200478089539,1.1402266421709046,12.674530929326011,
97,18.172513848911365,-0.22146834274397181,12.835622986927367,
98,45.587841857237748,0.7507491406539637,4.5782086621824671,
99,12.431749131784466,-0.040820294051388102,12.844235756464869,
100,31.340719799111419,-0.0126808163206538,6.9374751578645588,
101,29.082800201391176,0.38397438103831949,8.4842673476362105,
102,6.0217739722962236,1.6542823414847971,16.463869548457396,
103,37.021255167302002,-1.4132736860208766,6.2246965552208628,
104,8.7431438002683546,2.3832768678129206,12.10101479145245,
105,8.8029521828478359,-2.884910009471128,14.403591671859864,
106,30.88960943710142,0.45439176971201961,7.703605582619546,
107,20.486729666712574,0.082812988183453798,11.117296310900796,
108,44.659837558198866,2.1899571312034785,4.3783506891018247,
109,6.0610330893610129,1.7492803364235965,14.701961759912535,
110,59.630977329162576,-0.47304769105822259,3.0705832147964904,
111,48.023100634707703,2.012191034725145,4.6665558810947081,
112,34.804858135932726,-0.1533713224471778,6.2806895629801573,
113,60.065479543994073,-3.055989948305704,2.6734445561887017,
114,10.420438003579713,-0.94796879177456761,14.909316908569885,
115,45.154290447578333,-2.0870566750894022,3.6893701849369465,
116,11.680064295100832,-0.280991783472331,12.572954729496669,
