id,pt,y,weight
1,31.8647395465946,1.1882171114246864,7.56818
2,45.011630761714684,0.1882774135548909,3.72383
3,19.960962421225496,1.0352594987469026,8.3345
4,11.898210081023276,0.1961196116494258,13.6938
5,7.503392411776042,-2.3128130372756424,17.4794
6,38.01317366169746,-1.4528307811344567,4.85665
7,95.05427287812728,-0.3425806372976019,0.9583
8,35.998133705706735,0.5662467995305377,6.57784
9,27.066136448337502,1.4422336087954313,9.18254
10,38.802785830522495,-0.2459640024095775,5.65634
11,38.28803045333334,1.0344212550308274,4.64338
12,8.482245464317463,0.306346264385078,13.7355
13,31.467538848303175,-0.9527198600554622,6.35328
14,87.99570697389522,1.0829484033839754,1.11101
15,8.016860894245177,-0.1171768336545232,18.3078
16,34.7198777646445,-0.8883267941981992,6.75072
17,55.6801358135259,0.1759621213456357,2.89517
18,10.533461062145484,-1.0675293863165956,16.5722
19,65.23114455209485,-0.8655555482235225,2.6506
20,19.960474701611066,2.011339810576001,9.23982
21,36.12808144476496,-0.1590055254573027,5.75685
22,37.460834662504894,1.9818868868849413,5.75944
23,7.796182981689678,0.691482261622755,17.2249
24,16.781922945116946,0.2109045864721707,10.8898
25,176.42676624070486,-3.926400111285049,0.0449332
26,43.99037552766218,-0.7263801998814367,4.6836
27,12.16370433658168,-0.4616331965805386,13.0866
28,102.685051013132,-0.5649352929787528,0.590651
29,31.050691850387143,1.4354986291592142,6.5316
30,35.256980492089866,2.984702208485138,5.31746
31,46.90787072414192,-2.5255824078716187,3.35107
32,11.85213706176408,-0.6379662067590182,15.7851
33,63.58841804971619,0.6312574741331992,2.76468
34,88.54302685347935,-1.1203202560206669,1.03944
35,2.838803319067959,0.1701382245501774,18.0144
36,25.481949120716116,-2.550259554437975,9.82768
37,23.049953430325445,0.4439585157004807,8.16691
38,37.84984444056525,1.8139458548635163,6.00321
39,18.565454871160952,-0.7571914703269653,10.0737
40,27.93201470767596,-0.0839599529891394,7.00049
41,14.000719830240564,-0.7349566436572019,14.3456
42,3.5638640147069056,-0.7935994178128025,18.9602
43,11.464988486380811,2.366857490452064,13.4984
44,54.29867852954963,2.5949729298743587,2.86788
45,6.2050840113102925,-1.4290679652626157,17.7532
46,54.29504634021842,0.6609752104659489,2.74777
47,16.885580554339427,-1.5876142808800882,9.98003
48,20.599463796801132,2.526078493274005,9.1736
49,18.50170133826676,1.4380653998072326,11.0115
